Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,23.84000015258789,23.920000076293945,23.270000457763672,23.520000457763672,642700,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-03 00:00:00-05:00,23.209999084472656,23.299999237060547,22.82999992370605,22.84000015258789,717200,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-04 00:00:00-05:00,22.82999992370605,23.020000457763672,22.59000015258789,22.75,573100,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-05 00:00:00-05:00,22.520000457763672,22.791000366210938,22.46999931335449,22.489999771118164,647500,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-08 00:00:00-05:00,22.670000076293945,23.200000762939453,22.600000381469727,22.989999771118164,805600,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-09 00:00:00-05:00,22.739999771118164,23.01499938964844,22.59000015258789,22.899999618530277,627500,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-10 00:00:00-05:00,23.030000686645508,23.420000076293945,22.899999618530277,23.309999465942383,500200,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-11 00:00:00-05:00,23.18000030517578,23.299999237060547,22.649999618530277,22.959999084472656,608200,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-12 00:00:00-05:00,23.13999938964844,23.13999938964844,22.70499992370605,22.770000457763672,646800,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-16 00:00:00-05:00,22.700000762939453,22.940000534057617,22.57999992370605,22.850000381469727,486200,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-17 00:00:00-05:00,22.459999084472656,23.040000915527344,22.459999084472656,23.0,486500,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-18 00:00:00-05:00,23.399999618530277,23.450000762939453,23.030000686645508,23.26000022888184,521200,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-19 00:00:00-05:00,23.440000534057617,23.440000534057617,23.01499938964844,23.34000015258789,455000,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-22 00:00:00-05:00,23.600000381469727,23.989999771118164,23.459999084472656,23.6200008392334,649100,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-23 00:00:00-05:00,23.950000762939453,23.950000762939453,23.049999237060547,23.059999465942383,716000,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-24 00:00:00-05:00,23.399999618530277,23.40999984741211,22.739999771118164,22.76000022888184,636200,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-25 00:00:00-05:00,22.959999084472656,23.06999969482422,22.71999931335449,23.0,678700,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-26 00:00:00-05:00,23.040000915527344,23.34000015258789,22.989999771118164,23.13999938964844,432700,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-29 00:00:00-05:00,23.200000762939453,23.8700008392334,23.18000030517578,23.86000061035156,458000,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-30 00:00:00-05:00,23.700000762939453,23.809999465942383,23.4950008392334,23.709999084472656,637500,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-01-31 00:00:00-05:00,23.46999931335449,24.01499938964844,23.200000762939453,23.239999771118164,793400,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
2024-02-01 00:00:00-05:00,23.36000061035156,23.68000030517578,23.07999992370605,23.65999984741211,555000,0.0,0.0,886495.0,1175520.0,41.33,24.65,33.211,33.3823,3589248768.0,Auto & Truck Dealerships,Consumer Cyclical,NMS,CARG
