Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,173.25999450683594,174.14999389648438,170.35000610351562,170.63999938964844,358100,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-03 00:00:00-05:00,169.58999633789062,169.63999938964844,161.5,162.05999755859375,716200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-04 00:00:00-05:00,163.19000244140625,165.8800048828125,161.38999938964844,165.64999389648438,640000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-05 00:00:00-05:00,165.16000366210938,167.19000244140625,164.67999267578125,164.6999969482422,404800,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-08 00:00:00-05:00,164.6999969482422,167.2899932861328,163.08999633789062,167.22999572753906,317700,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-09 00:00:00-05:00,165.77999877929688,167.17999267578125,163.97999572753906,166.63999938964844,272500,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-10 00:00:00-05:00,166.1199951171875,167.99000549316406,165.3000030517578,167.9600067138672,260300,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-11 00:00:00-05:00,168.0,168.61000061035156,165.99000549316406,166.7100067138672,237900,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-12 00:00:00-05:00,167.0,167.00999450683594,164.5500030517578,166.4199981689453,246700,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-16 00:00:00-05:00,165.3000030517578,165.3000030517578,162.36000061035156,164.11000061035156,222900,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-17 00:00:00-05:00,162.8300018310547,165.3000030517578,162.6199951171875,164.33999633789062,292200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-18 00:00:00-05:00,165.0,166.60000610351562,163.72000122070312,165.77000427246094,305700,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-19 00:00:00-05:00,165.9600067138672,169.77000427246094,165.36000061035156,169.77000427246094,337400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-22 00:00:00-05:00,170.86000061035156,173.58999633789062,170.6199951171875,173.10000610351562,297500,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-23 00:00:00-05:00,173.55999755859375,174.5500030517578,170.97000122070312,171.52999877929688,369400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-24 00:00:00-05:00,172.52000427246094,172.52000427246094,168.00999450683594,168.0800018310547,336700,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-25 00:00:00-05:00,170.1699981689453,172.0,167.27999877929688,168.2100067138672,181000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-26 00:00:00-05:00,168.86000061035156,171.08999633789062,167.35000610351562,169.1300048828125,562300,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-29 00:00:00-05:00,169.49000549316406,172.0500030517578,168.2100067138672,171.4600067138672,239700,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-30 00:00:00-05:00,170.89999389648438,173.0399932861328,170.3300018310547,172.61000061035156,170900,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-01-31 00:00:00-05:00,172.97999572753906,172.97999572753906,167.86000061035156,167.9600067138672,369600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-01 00:00:00-05:00,168.77000427246094,172.85000610351562,167.86000061035156,172.6199951171875,414600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-02 00:00:00-05:00,171.0500030517578,174.4600067138672,169.64999389648438,172.8699951171875,328300,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-05 00:00:00-05:00,171.69000244140625,172.1199951171875,169.6199951171875,171.22000122070312,177800,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-06 00:00:00-05:00,171.88999938964844,177.58999633789062,171.88999938964844,176.5800018310547,312700,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-07 00:00:00-05:00,177.25,180.22000122070312,176.0500030517578,176.89999389648438,335200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-08 00:00:00-05:00,177.3000030517578,179.52999877929688,176.3000030517578,178.10000610351562,318600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-09 00:00:00-05:00,178.88999938964844,180.02999877929688,177.57000732421875,179.8800048828125,210300,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-12 00:00:00-05:00,179.7899932861328,180.25999450683597,178.5800018310547,179.86000061035156,146400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-13 00:00:00-05:00,176.7100067138672,183.8500061035156,176.27000427246094,179.49000549316406,458400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-14 00:00:00-05:00,181.00999450683597,183.0399932861328,180.25,182.9199981689453,360500,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-15 00:00:00-05:00,183.2899932861328,186.2100067138672,182.6100006103516,185.72000122070312,282200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-16 00:00:00-05:00,185.3999938964844,187.83999633789065,185.3999938964844,186.25,182600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-20 00:00:00-05:00,184.97999572753903,189.05999755859372,184.97999572753903,187.3999938964844,593600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-21 00:00:00-05:00,185.8800048828125,186.69000244140625,176.02000427246094,181.4900054931641,815200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-22 00:00:00-05:00,182.58999633789065,186.9600067138672,180.2400054931641,182.4499969482422,738000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-23 00:00:00-05:00,183.0800018310547,185.5399932861328,180.32000732421875,184.32000732421875,240100,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-26 00:00:00-05:00,184.02999877929688,186.97999572753903,183.2700042724609,183.9600067138672,238600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-27 00:00:00-05:00,183.52999877929688,184.42999267578125,180.8800048828125,182.7100067138672,329200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-28 00:00:00-05:00,182.3500061035156,183.8000030517578,180.3800048828125,181.02999877929688,320100,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-02-29 00:00:00-05:00,181.1999969482422,182.47000122070312,180.52999877929688,182.1000061035156,329400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-01 00:00:00-05:00,182.25,184.5,180.3699951171875,184.0200042724609,222600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-04 00:00:00-05:00,184.3000030517578,186.80999755859372,183.83999633789065,185.27999877929688,264400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-05 00:00:00-05:00,184.50999450683597,190.6499938964844,184.22999572753903,189.8000030517578,491000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-06 00:00:00-05:00,191.1000061035156,193.02999877929688,189.58999633789065,190.00999450683597,283500,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-07 00:00:00-05:00,190.7899932861328,192.42999267578125,190.07000732421875,190.7700042724609,145300,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-08 00:00:00-05:00,190.47999572753903,191.3800048828125,187.0399932861328,188.13999938964844,193200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-11 00:00:00-04:00,187.0800018310547,187.1300048828125,184.50999450683597,186.63999938964844,318000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-12 00:00:00-04:00,186.63999938964844,188.1699981689453,185.22000122070312,187.3699951171875,360000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-13 00:00:00-04:00,187.42999267578125,188.6199951171875,186.2899932861328,187.3300018310547,265300,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-14 00:00:00-04:00,187.58999633789065,189.3600006103516,186.9499969482422,188.55999755859372,305200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-15 00:00:00-04:00,187.72999572753903,191.41000366210935,187.1999969482422,187.83999633789065,640800,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-18 00:00:00-04:00,188.6199951171875,192.3699951171875,188.3699951171875,191.2899932861328,296400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-19 00:00:00-04:00,191.3500061035156,193.25,188.72999572753903,191.7400054931641,328900,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-20 00:00:00-04:00,191.66000366210935,194.7899932861328,191.66000366210935,193.3500061035156,289000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-21 00:00:00-04:00,194.05999755859372,197.2100067138672,194.05999755859372,195.6300048828125,355300,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-22 00:00:00-04:00,195.6999969482422,196.1499938964844,193.8600006103516,194.8300018310547,196100,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-25 00:00:00-04:00,194.4600067138672,200.1499938964844,193.75,198.80999755859372,344800,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-26 00:00:00-04:00,199.63999938964844,200.13999938964844,197.4600067138672,198.4900054931641,221500,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-27 00:00:00-04:00,199.8699951171875,201.00999450683597,198.66000366210935,200.57000732421875,246800,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-03-28 00:00:00-04:00,201.8999938964844,202.5800018310547,200.7400054931641,201.30999755859372,321900,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-01 00:00:00-04:00,200.75,200.75,195.3000030517578,197.0399932861328,328400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-02 00:00:00-04:00,196.05999755859372,196.63999938964844,193.75999450683597,195.4499969482422,226300,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-03 00:00:00-04:00,195.22000122070312,197.19000244140625,194.50999450683597,196.92999267578125,266200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-04 00:00:00-04:00,198.44000244140625,201.1499938964844,195.8600006103516,195.94000244140625,480000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-05 00:00:00-04:00,196.3500061035156,199.57000732421875,195.6499938964844,198.6699981689453,167200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-08 00:00:00-04:00,199.0200042724609,202.42999267578125,198.63999938964844,202.3500061035156,271600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-09 00:00:00-04:00,203.3699951171875,204.05999755859372,201.57000732421875,203.4499969482422,418700,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-10 00:00:00-04:00,200.67999267578125,202.92999267578125,199.1499938964844,200.3500061035156,252200,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-11 00:00:00-04:00,200.58999633789065,201.5500030517578,199.07000732421875,200.3800048828125,178100,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-12 00:00:00-04:00,199.6300048828125,200.27999877929688,196.22000122070312,196.7700042724609,180600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-15 00:00:00-04:00,199.41000366210935,199.41000366210935,193.6100006103516,194.63999938964844,288600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-16 00:00:00-04:00,195.2400054931641,196.22999572753903,192.00999450683597,194.16000366210935,221400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-17 00:00:00-04:00,194.8500061035156,194.8500061035156,191.0500030517578,191.77999877929688,234900,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-18 00:00:00-04:00,192.1100006103516,193.55999755859372,190.1300048828125,190.8999938964844,160500,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-19 00:00:00-04:00,191.38999938964844,194.2899932861328,190.9499969482422,193.7100067138672,353400,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-22 00:00:00-04:00,195.5500030517578,196.3500061035156,194.07000732421875,195.4499969482422,305900,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-23 00:00:00-04:00,196.1499938964844,201.25,196.1499938964844,201.0200042724609,271500,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-24 00:00:00-04:00,200.9199981689453,202.1000061035156,195.8600006103516,196.0,393000,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
2024-04-25 00:00:00-04:00,195.0200042724609,195.8999938964844,192.05999755859372,194.63999938964844,360600,0.0,0.0,869917.0,326800.0,267.11,178.29,236.9406,227.1881,12670701568.0,Waste Management,Industrials,NYQ,CLH
