Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,53.34999847412109,54.68999862670898,53.13999938964844,53.84999847412109,106000,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-03 00:00:00-05:00,53.7400016784668,53.7400016784668,51.40999984741211,51.70000076293945,141800,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-04 00:00:00-05:00,51.59999847412109,52.709999084472656,50.900001525878906,51.95000076293945,175200,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-05 00:00:00-05:00,51.459999084472656,52.21599960327149,50.18999862670898,50.720001220703125,130500,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-08 00:00:00-05:00,50.959999084472656,51.34999847412109,49.790000915527344,51.13999938964844,152200,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-09 00:00:00-05:00,50.380001068115234,51.25,49.84999847412109,50.83000183105469,107800,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-10 00:00:00-05:00,50.79999923706055,51.0,49.209999084472656,50.150001525878906,106600,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-11 00:00:00-05:00,50.13999938964844,52.09000015258789,49.130001068115234,50.9900016784668,199100,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-12 00:00:00-05:00,51.36000061035156,51.46500015258789,49.34999847412109,49.959999084472656,79400,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-16 00:00:00-05:00,49.470001220703125,52.34000015258789,48.880001068115234,51.540000915527344,134900,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-17 00:00:00-05:00,51.0,51.89500045776367,50.52999877929688,51.43000030517578,134400,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-18 00:00:00-05:00,51.77000045776367,51.90999984741211,50.42499923706055,51.75,189700,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-19 00:00:00-05:00,52.209999084472656,52.209999084472656,50.540000915527344,52.0099983215332,121400,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-22 00:00:00-05:00,52.290000915527344,53.81999969482422,52.290000915527344,53.45000076293945,144500,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-23 00:00:00-05:00,54.18999862670898,54.84999847412109,51.63999938964844,53.33000183105469,146000,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-24 00:00:00-05:00,54.0,54.0,52.52000045776367,52.7599983215332,162200,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-25 00:00:00-05:00,53.08000183105469,53.54999923706055,52.5,53.470001220703125,105300,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-26 00:00:00-05:00,54.040000915527344,55.23799896240234,54.0,54.90999984741211,116500,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-29 00:00:00-05:00,54.900001525878906,55.060001373291016,53.52999877929688,54.970001220703125,106600,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-30 00:00:00-05:00,54.66999816894531,55.040000915527344,53.75600051879883,54.08000183105469,136000,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-01-31 00:00:00-05:00,53.68999862670898,54.58000183105469,53.310001373291016,53.45000076293945,196700,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-01 00:00:00-05:00,54.09999847412109,55.58000183105469,53.709999084472656,55.29999923706055,135600,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-02 00:00:00-05:00,54.9900016784668,54.9900016784668,52.97999954223633,52.97999954223633,99200,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-05 00:00:00-05:00,52.150001525878906,52.150001525878906,50.01499938964844,51.04999923706055,177100,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-06 00:00:00-05:00,51.36000061035156,52.4900016784668,51.13999938964844,51.77000045776367,111700,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-07 00:00:00-05:00,51.84999847412109,52.630001068115234,50.880001068115234,52.08000183105469,106500,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-08 00:00:00-05:00,52.08000183105469,53.68000030517578,52.08000183105469,52.630001068115234,99900,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-09 00:00:00-05:00,52.900001525878906,54.59999847412109,52.900001525878906,53.75,105100,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-12 00:00:00-05:00,53.93999862670898,55.15999984741211,53.93999862670898,54.83000183105469,108400,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-13 00:00:00-05:00,52.869998931884766,54.34999847412109,51.77999877929688,52.02999877929688,139100,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-14 00:00:00-05:00,52.83000183105469,53.38999938964844,52.040000915527344,53.119998931884766,83500,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
2024-02-15 00:00:00-05:00,53.7599983215332,56.54999923706055,53.63999938964844,56.34000015258789,129300,0.0,0.0,85395.0,133320.0,47.229,24.25,36.0093,36.65725,987361920.0,Auto Parts,Consumer Cyclical,NCM,XPEL
