Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,23.88999938964844,24.34000015258789,23.799999237060547,23.93000030517578,1329500,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-03 00:00:00-05:00,23.850000381469727,23.979999542236328,23.559999465942383,23.739999771118164,2059100,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-04 00:00:00-05:00,23.739999771118164,23.959999084472656,23.56999969482422,23.61000061035156,2217100,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-05 00:00:00-05:00,23.5,23.5,23.100000381469727,23.239999771118164,2430300,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-08 00:00:00-05:00,20.36000061035156,22.56999969482422,19.200000762939453,22.540000915527344,5822000,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-09 00:00:00-05:00,22.700000762939453,23.36000061035156,22.600000381469727,23.270000457763672,3042700,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-10 00:00:00-05:00,23.3799991607666,23.690000534057617,22.770000457763672,22.86000061035156,3050600,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-11 00:00:00-05:00,22.68000030517578,22.780000686645508,22.36000061035156,22.40999984741211,2613200,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-12 00:00:00-05:00,22.59000015258789,22.96999931335449,22.520000457763672,22.700000762939453,1641300,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-16 00:00:00-05:00,22.600000381469727,22.6299991607666,22.309999465942383,22.540000915527344,1505800,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-17 00:00:00-05:00,22.489999771118164,22.709999084472656,22.21999931335449,22.540000915527344,1706500,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-18 00:00:00-05:00,22.46999931335449,22.46999931335449,21.959999084472656,22.270000457763672,1649800,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-19 00:00:00-05:00,22.290000915527344,22.479999542236328,22.030000686645508,22.479999542236328,1976000,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-22 00:00:00-05:00,22.5,22.790000915527344,22.3700008392334,22.63999938964844,2701300,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
2024-01-23 00:00:00-05:00,22.600000381469727,22.700000762939453,22.299999237060547,22.61000061035156,1375200,0.0,0.0,2524556.0,2461150.0,49.62,25.12,40.6864,38.00655,10197409792.0,Biotechnology,Healthcare,NMS,EXEL
