Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,26.51000022888184,26.545000076293945,25.07999992370605,25.8700008392334,7183700,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-03 00:00:00-05:00,25.100000381469727,25.31999969482422,23.799999237060547,23.809999465942383,9488300,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-04 00:00:00-05:00,23.790000915527344,24.13500022888184,23.3799991607666,23.5,7272900,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-05 00:00:00-05:00,23.25,23.81999969482422,23.18000030517578,23.670000076293945,5891100,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-08 00:00:00-05:00,23.700000762939453,24.100000381469727,23.395000457763672,23.459999084472656,5390400,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-09 00:00:00-05:00,23.0,24.18000030517578,22.81999969482422,24.15999984741211,10417400,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-10 00:00:00-05:00,24.290000915527344,24.790000915527344,24.11000061035156,24.530000686645508,8708100,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-11 00:00:00-05:00,24.530000686645508,24.850000381469727,24.15999984741211,24.299999237060547,5617700,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-12 00:00:00-05:00,24.26000022888184,25.55500030517578,24.200000762939453,25.32999992370605,8262900,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-16 00:00:00-05:00,25.0,25.309999465942383,24.63999938964844,24.799999237060547,4963000,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-17 00:00:00-05:00,24.350000381469727,24.559999465942383,23.375,24.530000686645508,3974300,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-18 00:00:00-05:00,25.21999931335449,25.38999938964844,24.440000534057617,24.71999931335449,4299000,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-19 00:00:00-05:00,24.88999938964844,25.06999969482422,24.32999992370605,24.84000015258789,4860100,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-22 00:00:00-05:00,27.149999618530277,27.63999938964844,25.76000022888184,26.290000915527344,8687900,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-23 00:00:00-05:00,26.549999237060547,27.209999084472656,26.299999237060547,26.549999237060547,4849500,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-24 00:00:00-05:00,26.82999992370605,27.049999237060547,25.690000534057617,25.86000061035156,4515600,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-25 00:00:00-05:00,26.21999931335449,26.399999618530277,25.420000076293945,25.76000022888184,2881000,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-26 00:00:00-05:00,25.670000076293945,26.520000457763672,25.559999465942383,26.34000015258789,3207200,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-29 00:00:00-05:00,28.040000915527344,28.30500030517578,26.93000030517578,28.18000030517578,7978700,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-30 00:00:00-05:00,28.5,28.62800025939941,27.1299991607666,27.6200008392334,6223200,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-01-31 00:00:00-05:00,27.26000022888184,27.690000534057617,26.709999084472656,26.799999237060547,4667900,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-01 00:00:00-05:00,27.1200008392334,27.57999992370605,26.40999984741211,27.489999771118164,4334800,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-02 00:00:00-05:00,27.32999992370605,28.295000076293945,27.040000915527344,27.549999237060547,6206600,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-05 00:00:00-05:00,27.26000022888184,27.770000457763672,26.6200008392334,27.559999465942383,3573000,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-06 00:00:00-05:00,27.600000381469727,27.799999237060547,26.530000686645508,27.459999084472656,4120400,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-07 00:00:00-05:00,28.200000762939453,28.799999237060547,28.020000457763672,28.239999771118164,6416100,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-08 00:00:00-05:00,28.13999938964844,29.299999237060547,28.1200008392334,29.040000915527344,4834000,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-09 00:00:00-05:00,30.0,30.215999603271484,29.479999542236328,29.700000762939453,6104200,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-12 00:00:00-05:00,29.530000686645508,30.31999969482422,29.309999465942383,29.700000762939453,5581800,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-13 00:00:00-05:00,28.0,29.46999931335449,26.780000686645508,28.989999771118164,7025300,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-14 00:00:00-05:00,30.059999465942383,30.76000022888184,29.649999618530277,30.0,7190300,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-15 00:00:00-05:00,30.299999237060547,30.36000061035156,29.725000381469727,30.0,4310900,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-16 00:00:00-05:00,29.790000915527344,30.020999908447266,29.059999465942383,29.520000457763672,4225700,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-20 00:00:00-05:00,29.21999931335449,29.489999771118164,28.597999572753903,29.149999618530277,4309300,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-21 00:00:00-05:00,26.0,27.045000076293945,25.34000015258789,25.600000381469727,10872800,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
2024-02-22 00:00:00-05:00,26.63999938964844,26.8799991607666,25.96999931335449,26.350000381469727,4741700,0.0,0.0,5030574.0,9843570.0,29.29,15.36,17.8198,20.26305,6248440320.0,Software - Infrastructure,Technology,NYQ,S
