Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,47.34000015258789,49.0,47.34000015258789,48.16999816894531,787300,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-03 00:00:00-05:00,47.68999862670898,48.70000076293945,47.08000183105469,47.95000076293945,1232900,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-04 00:00:00-05:00,48.34999847412109,49.11000061035156,46.65999984741211,47.09000015258789,1224400,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-05 00:00:00-05:00,46.5099983215332,47.84999847412109,45.56999969482422,47.59999847412109,753800,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-08 00:00:00-05:00,47.59000015258789,49.790000915527344,46.33000183105469,49.77999877929688,1203800,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-09 00:00:00-05:00,49.18000030517578,49.3650016784668,47.70000076293945,48.34999847412109,627100,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-10 00:00:00-05:00,48.45000076293945,49.22999954223633,46.76499938964844,47.15999984741211,740700,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-11 00:00:00-05:00,46.650001525878906,47.04999923706055,45.70000076293945,46.150001525878906,813500,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-12 00:00:00-05:00,46.400001525878906,47.08000183105469,45.310001373291016,45.70000076293945,921000,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-16 00:00:00-05:00,44.91999816894531,45.72999954223633,43.540000915527344,44.0,1069400,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-17 00:00:00-05:00,43.72999954223633,43.72999954223633,42.7599983215332,43.43999862670898,904300,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-18 00:00:00-05:00,43.63999938964844,43.720001220703125,41.869998931884766,43.15999984741211,826500,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-19 00:00:00-05:00,43.36000061035156,44.744998931884766,42.66999816894531,44.59999847412109,3197900,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-22 00:00:00-05:00,44.58000183105469,45.90999984741211,43.720001220703125,44.630001068115234,714400,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-23 00:00:00-05:00,45.380001068115234,45.66999816894531,43.52000045776367,44.47999954223633,444100,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-24 00:00:00-05:00,44.959999084472656,44.959999084472656,43.4900016784668,43.61000061035156,559600,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-25 00:00:00-05:00,44.13999938964844,45.31999969482422,43.84000015258789,45.25,689200,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-26 00:00:00-05:00,45.5,45.959999084472656,44.80500030517578,44.970001220703125,551600,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-29 00:00:00-05:00,45.13999938964844,46.47999954223633,44.33000183105469,45.9900016784668,718600,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-30 00:00:00-05:00,46.209999084472656,46.209999084472656,44.43999862670898,44.880001068115234,561900,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-01-31 00:00:00-05:00,44.880001068115234,45.61000061035156,43.68000030517578,44.11000061035156,561100,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-02-01 00:00:00-05:00,44.4900016784668,44.709999084472656,43.64500045776367,44.09999847412109,693600,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-02-02 00:00:00-05:00,43.790000915527344,43.790000915527344,42.619998931884766,43.02000045776367,621300,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-02-05 00:00:00-05:00,42.619998931884766,44.97999954223633,42.2400016784668,44.7599983215332,710100,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-02-06 00:00:00-05:00,45.060001373291016,45.959999084472656,44.43999862670898,45.88999938964844,733400,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-02-07 00:00:00-05:00,45.869998931884766,45.91299819946289,44.59000015258789,44.709999084472656,496900,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
2024-02-08 00:00:00-05:00,44.81999969482422,45.65999984741211,44.790000915527344,45.45000076293945,652700,0.0,0.0,1325362.0,1346850.0,60.37,25.81,30.5011,37.8406,3066544384.0,Biotechnology,Healthcare,NMS,RARE
