Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,293.489990234375,297.1099853515625,289.8299865722656,291.2200012207031,430700,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-03 00:00:00-05:00,286.29998779296875,287.25,280.6000061035156,282.6600036621094,535300,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-04 00:00:00-05:00,288.8299865722656,296.9800109863281,288.8299865722656,290.2300109863281,541000,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-05 00:00:00-05:00,288.94000244140625,297.70001220703125,285.92999267578125,288.8500061035156,409000,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-08 00:00:00-05:00,295.75,298.1700134277344,294.69000244140625,297.44000244140625,441800,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-09 00:00:00-05:00,294.510009765625,299.44000244140625,292.92999267578125,298.75,365600,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-10 00:00:00-05:00,297.20001220703125,301.8699951171875,296.2099914550781,299.6400146484375,321100,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-11 00:00:00-05:00,298.9200134277344,300.82000732421875,295.0,299.70001220703125,297000,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-12 00:00:00-05:00,301.25,309.3800048828125,301.0,307.7300109863281,496200,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-16 00:00:00-05:00,304.17999267578125,304.7900085449219,296.3599853515625,300.1700134277344,449600,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-17 00:00:00-05:00,295.3699951171875,297.0,291.17999267578125,294.3999938964844,380300,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-18 00:00:00-05:00,296.1099853515625,300.0,295.29998779296875,299.5199890136719,370100,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-19 00:00:00-05:00,300.0400085449219,301.989990234375,295.9800109863281,300.0199890136719,511800,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-22 00:00:00-05:00,303.5,305.8299865722656,295.2900085449219,298.8299865722656,573800,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-23 00:00:00-05:00,300.79998779296875,300.79998779296875,297.82000732421875,298.1099853515625,537000,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-24 00:00:00-05:00,292.6700134277344,293.0299987792969,284.8399963378906,288.3299865722656,916200,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-25 00:00:00-05:00,291.3699951171875,292.239990234375,283.6300048828125,285.1300048828125,635400,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-26 00:00:00-05:00,286.0799865722656,288.5799865722656,284.70001220703125,288.3599853515625,320700,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-29 00:00:00-05:00,288.510009765625,290.5599975585937,287.260009765625,290.2799987792969,364600,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-30 00:00:00-05:00,289.3800048828125,292.5400085449219,282.7799987792969,282.8900146484375,392800,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-01-31 00:00:00-05:00,282.010009765625,283.07000732421875,276.20001220703125,278.1099853515625,531900,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-01 00:00:00-05:00,278.57000732421875,285.8099975585937,275.6400146484375,285.5799865722656,473300,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-02 00:00:00-05:00,284.1600036621094,293.1099853515625,281.0299987792969,290.32000732421875,473700,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-05 00:00:00-05:00,288.6099853515625,290.1099853515625,286.1199951171875,288.989990234375,311900,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-06 00:00:00-05:00,290.2900085449219,291.57000732421875,285.0,289.1499938964844,318800,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-07 00:00:00-05:00,289.1400146484375,289.5799865722656,284.3999938964844,285.69000244140625,424100,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-08 00:00:00-05:00,286.0899963378906,288.0799865722656,284.0199890136719,287.1700134277344,628000,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-09 00:00:00-05:00,287.8099975585937,291.3500061035156,286.07000732421875,286.2699890136719,640900,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-12 00:00:00-05:00,287.2300109863281,292.20001220703125,285.92999267578125,290.760009765625,812800,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-13 00:00:00-05:00,281.7300109863281,281.8800048828125,269.94000244140625,272.6700134277344,525500,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-14 00:00:00-05:00,276.70001220703125,280.9200134277344,274.010009765625,278.1400146484375,1322700,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
2024-02-15 00:00:00-05:00,292.0,308.07000732421875,288.54998779296875,301.20001220703125,1405900,0.0,0.0,492181.0,737520.0,269.0,138.15,167.5682,196.4037,9822705664.0,Information Technology Services,Technology,NYQ,EPAM
