Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-02 00:00:00-05:00,131.1199951171875,132.22999572753906,129.1999969482422,131.1199951171875,142700,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-03 00:00:00-05:00,129.0,129.0,125.54000091552734,125.72000122070312,150700,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-04 00:00:00-05:00,125.81999969482422,127.63999938964844,125.43000030517578,125.43000030517578,100600,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-05 00:00:00-05:00,123.77999877929688,127.58999633789062,123.7300033569336,125.43000030517578,165800,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-08 00:00:00-05:00,125.51000213623048,128.61000061035156,125.51000213623048,127.80999755859376,158100,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-09 00:00:00-05:00,125.3499984741211,127.8000030517578,125.18000030517578,125.63999938964844,166200,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-10 00:00:00-05:00,125.72000122070312,128.66000366210938,125.72000122070312,128.64999389648438,157700,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-11 00:00:00-05:00,127.48999786376952,128.33999633789062,124.33999633789062,125.95999908447266,145000,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-12 00:00:00-05:00,127.80999755859376,127.80999755859376,123.1500015258789,124.16999816894533,96800,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-16 00:00:00-05:00,122.18000030517578,122.87000274658205,120.52999877929688,121.52999877929688,124600,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-17 00:00:00-05:00,119.3499984741211,121.16999816894533,119.3499984741211,120.9499969482422,135800,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-18 00:00:00-05:00,122.77999877929688,125.16999816894533,122.77999877929688,124.20999908447266,270200,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-19 00:00:00-05:00,125.30999755859376,125.30999755859376,122.12999725341795,124.6999969482422,95100,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-22 00:00:00-05:00,127.4800033569336,129.36000061035156,125.6500015258789,126.47000122070312,174700,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-23 00:00:00-05:00,125.20999908447266,125.20999908447266,117.72000122070312,117.8000030517578,235800,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-24 00:00:00-05:00,120.19000244140624,120.26000213623048,114.91000366210938,115.81999969482422,143900,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-25 00:00:00-05:00,118.16000366210938,119.41999816894533,116.12000274658205,117.69000244140624,121500,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-26 00:00:00-05:00,118.83999633789062,119.2300033569336,116.80999755859376,117.13999938964844,92400,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-29 00:00:00-05:00,117.11000061035156,120.22000122070312,116.93000030517578,120.01000213623048,106400,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-30 00:00:00-05:00,119.16999816894533,121.54000091552734,119.16999816894533,120.4000015258789,104400,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
2024-01-31 00:00:00-05:00,120.56999969482422,122.81999969482422,117.9499969482422,118.01000213623048,183300,0.0,0.0,356898.0,430900.0,125.83,47.17,58.2144,70.6271,1545022848.0,Residential Construction,Consumer Cyclical,NMS,LGIH
